DATE,DJIA
2014-09-17 00:00:00,17156.85
2014-09-18 00:00:00,17265.99
2014-09-19 00:00:00,17279.74
2014-09-22 00:00:00,17172.68
2014-09-23 00:00:00,17055.87
2014-09-24 00:00:00,17210.06
2014-09-25 00:00:00,16945.8
2014-09-26 00:00:00,17113.15
2014-09-29 00:00:00,17071.22
2014-09-30 00:00:00,17042.9
2014-10-01 00:00:00,16804.71
2014-10-02 00:00:00,16801.05
2014-10-03 00:00:00,17009.69
2014-10-06 00:00:00,16991.91
2014-10-07 00:00:00,16719.39
2014-10-08 00:00:00,16994.22
2014-10-09 00:00:00,16659.25
2014-10-10 00:00:00,16544.1
2014-10-13 00:00:00,16321.07
2014-10-14 00:00:00,16315.19
2014-10-15 00:00:00,16141.74
2014-10-16 00:00:00,16117.24
2014-10-17 00:00:00,16380.41
2014-10-20 00:00:00,16399.67
2014-10-21 00:00:00,16614.81
2014-10-22 00:00:00,16461.32
2014-10-23 00:00:00,16677.9
2014-10-24 00:00:00,16805.41
2014-10-27 00:00:00,16817.94
2014-10-28 00:00:00,17005.75
2014-10-29 00:00:00,16974.31
2014-10-30 00:00:00,17195.42
2014-10-31 00:00:00,17390.52
2014-11-03 00:00:00,17366.24
2014-11-04 00:00:00,17383.84
2014-11-05 00:00:00,17484.53
2014-11-06 00:00:00,17554.47
2014-11-07 00:00:00,17573.93
2014-11-10 00:00:00,17613.74
2014-11-11 00:00:00,17614.9
2014-11-12 00:00:00,17612.2
2014-11-13 00:00:00,17652.79
2014-11-14 00:00:00,17634.74
2014-11-17 00:00:00,17647.75
2014-11-18 00:00:00,17687.82
2014-11-19 00:00:00,17685.73
2014-11-20 00:00:00,17719
2014-11-21 00:00:00,17810.06
2014-11-24 00:00:00,17817.9
2014-11-25 00:00:00,17814.94
2014-11-26 00:00:00,17827.75
2014-11-27 00:00:00,.
2014-11-28 00:00:00,17828.24
2014-12-01 00:00:00,17776.8
2014-12-02 00:00:00,17879.55
2014-12-03 00:00:00,17912.62
2014-12-04 00:00:00,17900.1
2014-12-05 00:00:00,17958.79
2014-12-08 00:00:00,17852.48
2014-12-09 00:00:00,17801.2
2014-12-10 00:00:00,17533.15
2014-12-11 00:00:00,17596.34
2014-12-12 00:00:00,17280.83
2014-12-15 00:00:00,17180.84
2014-12-16 00:00:00,17068.87
2014-12-17 00:00:00,17356.87
2014-12-18 00:00:00,17778.15
2014-12-19 00:00:00,17804.8
2014-12-22 00:00:00,17959.44
2014-12-23 00:00:00,18024.17
2014-12-24 00:00:00,18030.21
2014-12-25 00:00:00,.
2014-12-26 00:00:00,18053.71
2014-12-29 00:00:00,18038.23
2014-12-30 00:00:00,17983.07
2014-12-31 00:00:00,17823.07
2015-01-01 00:00:00,.
2015-01-02 00:00:00,17832.99
2015-01-05 00:00:00,17501.65
2015-01-06 00:00:00,17371.64
2015-01-07 00:00:00,17584.52
2015-01-08 00:00:00,17907.87
2015-01-09 00:00:00,17737.37
2015-01-12 00:00:00,17640.84
2015-01-13 00:00:00,17613.68
2015-01-14 00:00:00,17427.09
2015-01-15 00:00:00,17320.71
2015-01-16 00:00:00,17511.57
2015-01-19 00:00:00,.
2015-01-20 00:00:00,17515.23
2015-01-21 00:00:00,17554.28
2015-01-22 00:00:00,17813.98
2015-01-23 00:00:00,17672.6
2015-01-26 00:00:00,17678.7
2015-01-27 00:00:00,17387.21
2015-01-28 00:00:00,17191.37
2015-01-29 00:00:00,17416.85
2015-01-30 00:00:00,17164.95
2015-02-02 00:00:00,17361.04
2015-02-03 00:00:00,17666.4
2015-02-04 00:00:00,17673.02
2015-02-05 00:00:00,17884.88
2015-02-06 00:00:00,17824.29
2015-02-09 00:00:00,17729.21
2015-02-10 00:00:00,17868.76
2015-02-11 00:00:00,17862.14
2015-02-12 00:00:00,17972.38
2015-02-13 00:00:00,18019.35
2015-02-16 00:00:00,.
2015-02-17 00:00:00,18047.58
2015-02-18 00:00:00,18029.85
2015-02-19 00:00:00,17985.77
2015-02-20 00:00:00,18140.44
2015-02-23 00:00:00,18116.84
2015-02-24 00:00:00,18209.19
2015-02-25 00:00:00,18224.57
2015-02-26 00:00:00,18214.42
2015-02-27 00:00:00,18132.7
2015-03-02 00:00:00,18288.63
2015-03-03 00:00:00,18203.37
2015-03-04 00:00:00,18096.9
2015-03-05 00:00:00,18135.72
2015-03-06 00:00:00,17856.78
2015-03-09 00:00:00,17995.72
2015-03-10 00:00:00,17662.94
2015-03-11 00:00:00,17635.39
2015-03-12 00:00:00,17895.22
2015-03-13 00:00:00,17749.31
2015-03-16 00:00:00,17977.42
2015-03-17 00:00:00,17849.08
2015-03-18 00:00:00,18076.19
2015-03-19 00:00:00,17959.03
2015-03-20 00:00:00,18127.65
2015-03-23 00:00:00,18116.04
2015-03-24 00:00:00,18011.14
2015-03-25 00:00:00,17718.54
2015-03-26 00:00:00,17678.23
2015-03-27 00:00:00,17712.66
2015-03-30 00:00:00,17976.31
2015-03-31 00:00:00,17776.12
2015-04-01 00:00:00,17698.18
2015-04-02 00:00:00,17763.24
2015-04-03 00:00:00,.
2015-04-06 00:00:00,17880.85
2015-04-07 00:00:00,17875.42
2015-04-08 00:00:00,17902.51
2015-04-09 00:00:00,17958.73
2015-04-10 00:00:00,18057.65
2015-04-13 00:00:00,17977.04
2015-04-14 00:00:00,18036.7
2015-04-15 00:00:00,18112.61
2015-04-16 00:00:00,18105.77
2015-04-17 00:00:00,17826.3
2015-04-20 00:00:00,18034.93
2015-04-21 00:00:00,17949.59
2015-04-22 00:00:00,18038.27
2015-04-23 00:00:00,18058.69
2015-04-24 00:00:00,18080.14
2015-04-27 00:00:00,18037.97
2015-04-28 00:00:00,18110.14
2015-04-29 00:00:00,18035.53
2015-04-30 00:00:00,17840.52
2015-05-01 00:00:00,18024.06
2015-05-04 00:00:00,18070.4
2015-05-05 00:00:00,17928.2
2015-05-06 00:00:00,17841.98
2015-05-07 00:00:00,17924.06
2015-05-08 00:00:00,18191.11
2015-05-11 00:00:00,18105.17
2015-05-12 00:00:00,18068.23
2015-05-13 00:00:00,18060.49
2015-05-14 00:00:00,18252.24
2015-05-15 00:00:00,18272.56
2015-05-18 00:00:00,18298.88
2015-05-19 00:00:00,18312.39
2015-05-20 00:00:00,18285.4
2015-05-21 00:00:00,18285.74
2015-05-22 00:00:00,18232.02
2015-05-25 00:00:00,.
2015-05-26 00:00:00,18041.54
2015-05-27 00:00:00,18162.99
2015-05-28 00:00:00,18126.12
2015-05-29 00:00:00,18010.68
2015-06-01 00:00:00,18040.37
2015-06-02 00:00:00,18011.94
2015-06-03 00:00:00,18076.27
2015-06-04 00:00:00,17905.58
2015-06-05 00:00:00,17849.46
2015-06-08 00:00:00,17766.55
2015-06-09 00:00:00,17764.04
2015-06-10 00:00:00,18000.4
2015-06-11 00:00:00,18039.37
2015-06-12 00:00:00,17898.84
2015-06-15 00:00:00,17791.17
2015-06-16 00:00:00,17904.48
2015-06-17 00:00:00,17935.74
2015-06-18 00:00:00,18115.84
2015-06-19 00:00:00,18015.95
2015-06-22 00:00:00,18119.78
2015-06-23 00:00:00,18144.07
2015-06-24 00:00:00,17966.07
2015-06-25 00:00:00,17890.36
2015-06-26 00:00:00,17946.68
2015-06-29 00:00:00,17596.35
2015-06-30 00:00:00,17619.51
2015-07-01 00:00:00,17757.91
2015-07-02 00:00:00,17730.11
2015-07-03 00:00:00,.
2015-07-06 00:00:00,17683.58
2015-07-07 00:00:00,17776.91
2015-07-08 00:00:00,17515.42
2015-07-09 00:00:00,17548.62
2015-07-10 00:00:00,17760.41
2015-07-13 00:00:00,17977.68
2015-07-14 00:00:00,18053.58
2015-07-15 00:00:00,18050.17
2015-07-16 00:00:00,18120.25
2015-07-17 00:00:00,18086.45
2015-07-20 00:00:00,18100.41
2015-07-21 00:00:00,17919.29
2015-07-22 00:00:00,17851.04
2015-07-23 00:00:00,17731.92
2015-07-24 00:00:00,17568.53
2015-07-27 00:00:00,17440.59
2015-07-28 00:00:00,17630.27
2015-07-29 00:00:00,17751.39
2015-07-30 00:00:00,17745.98
2015-07-31 00:00:00,17689.86
2015-08-03 00:00:00,17598.2
2015-08-04 00:00:00,17550.69
2015-08-05 00:00:00,17540.47
2015-08-06 00:00:00,17419.75
2015-08-07 00:00:00,17373.38
2015-08-10 00:00:00,17615.17
2015-08-11 00:00:00,17402.84
2015-08-12 00:00:00,17402.51
2015-08-13 00:00:00,17408.25
2015-08-14 00:00:00,17477.4
2015-08-17 00:00:00,17545.18
2015-08-18 00:00:00,17511.34
2015-08-19 00:00:00,17348.73
2015-08-20 00:00:00,16990.69
2015-08-21 00:00:00,16459.75
2015-08-24 00:00:00,15871.35
2015-08-25 00:00:00,15666.44
2015-08-26 00:00:00,16285.51
2015-08-27 00:00:00,16654.77
2015-08-28 00:00:00,16643.01
2015-08-31 00:00:00,16528.03
2015-09-01 00:00:00,16058.35
2015-09-02 00:00:00,16351.38
2015-09-03 00:00:00,16374.76
2015-09-04 00:00:00,16102.38
2015-09-07 00:00:00,.
2015-09-08 00:00:00,16492.68
2015-09-09 00:00:00,16253.57
2015-09-10 00:00:00,16330.4
2015-09-11 00:00:00,16433.09
2015-09-14 00:00:00,16370.96
2015-09-15 00:00:00,16599.85
2015-09-16 00:00:00,16739.95
2015-09-17 00:00:00,16674.74
2015-09-18 00:00:00,16384.58
2015-09-21 00:00:00,16510.19
2015-09-22 00:00:00,16330.47
2015-09-23 00:00:00,16279.89
2015-09-24 00:00:00,16201.32
2015-09-25 00:00:00,16314.67
2015-09-28 00:00:00,16001.89
2015-09-29 00:00:00,16049.13
2015-09-30 00:00:00,16284.7
2015-10-01 00:00:00,16272.01
2015-10-02 00:00:00,16472.37
2015-10-05 00:00:00,16776.43
2015-10-06 00:00:00,16790.19
2015-10-07 00:00:00,16912.29
2015-10-08 00:00:00,17050.75
2015-10-09 00:00:00,17084.49
2015-10-12 00:00:00,17131.86
2015-10-13 00:00:00,17081.89
2015-10-14 00:00:00,16924.75
2015-10-15 00:00:00,17141.75
2015-10-16 00:00:00,17215.97
2015-10-19 00:00:00,17230.54
2015-10-20 00:00:00,17217.11
2015-10-21 00:00:00,17168.61
2015-10-22 00:00:00,17489.16
2015-10-23 00:00:00,17646.7
2015-10-26 00:00:00,17623.05
2015-10-27 00:00:00,17581.43
2015-10-28 00:00:00,17779.52
2015-10-29 00:00:00,17755.8
2015-10-30 00:00:00,17663.54
2015-11-02 00:00:00,17828.76
2015-11-03 00:00:00,17918.15
2015-11-04 00:00:00,17867.58
2015-11-05 00:00:00,17863.43
2015-11-06 00:00:00,17910.33
2015-11-09 00:00:00,17730.48
2015-11-10 00:00:00,17758.21
2015-11-11 00:00:00,17702.22
2015-11-12 00:00:00,17448.07
2015-11-13 00:00:00,17245.24
2015-11-16 00:00:00,17483.01
2015-11-17 00:00:00,17489.5
2015-11-18 00:00:00,17737.16
2015-11-19 00:00:00,17732.75
2015-11-20 00:00:00,17823.81
2015-11-23 00:00:00,17792.68
2015-11-24 00:00:00,17812.19
2015-11-25 00:00:00,17813.39
2015-11-26 00:00:00,.
2015-11-27 00:00:00,17798.49
2015-11-30 00:00:00,17719.92
2015-12-01 00:00:00,17888.35
2015-12-02 00:00:00,17729.68
2015-12-03 00:00:00,17477.67
2015-12-04 00:00:00,17847.63
2015-12-07 00:00:00,17730.51
2015-12-08 00:00:00,17568
2015-12-09 00:00:00,17492.3
2015-12-10 00:00:00,17574.75
2015-12-11 00:00:00,17265.21
2015-12-14 00:00:00,17368.5
2015-12-15 00:00:00,17524.91
2015-12-16 00:00:00,17749.09
2015-12-17 00:00:00,17495.84
2015-12-18 00:00:00,17128.55
2015-12-21 00:00:00,17251.62
2015-12-22 00:00:00,17417.27
2015-12-23 00:00:00,17602.61
2015-12-24 00:00:00,17552.17
2015-12-25 00:00:00,.
2015-12-28 00:00:00,17528.27
2015-12-29 00:00:00,17720.98
2015-12-30 00:00:00,17603.87
2015-12-31 00:00:00,17425.03
2016-01-01 00:00:00,.
2016-01-04 00:00:00,17148.94
2016-01-05 00:00:00,17158.66
2016-01-06 00:00:00,16906.51
2016-01-07 00:00:00,16514.1
2016-01-08 00:00:00,16346.45
2016-01-11 00:00:00,16398.57
2016-01-12 00:00:00,16516.22
2016-01-13 00:00:00,16151.41
2016-01-14 00:00:00,16379.05
2016-01-15 00:00:00,15988.08
2016-01-18 00:00:00,.
2016-01-19 00:00:00,16016.02
2016-01-20 00:00:00,15766.74
2016-01-21 00:00:00,15882.68
2016-01-22 00:00:00,16093.51
2016-01-25 00:00:00,15885.22
2016-01-26 00:00:00,16167.23
2016-01-27 00:00:00,15944.46
2016-01-28 00:00:00,16069.64
2016-01-29 00:00:00,16466.3
2016-02-01 00:00:00,16449.18
2016-02-02 00:00:00,16153.54
2016-02-03 00:00:00,16336.66
2016-02-04 00:00:00,16416.58
2016-02-05 00:00:00,16204.97
2016-02-08 00:00:00,16027.05
2016-02-09 00:00:00,16014.38
2016-02-10 00:00:00,15914.74
2016-02-11 00:00:00,15660.18
2016-02-12 00:00:00,15973.84
2016-02-15 00:00:00,.
2016-02-16 00:00:00,16196.41
2016-02-17 00:00:00,16453.83
2016-02-18 00:00:00,16413.43
2016-02-19 00:00:00,16391.99
2016-02-22 00:00:00,16620.66
2016-02-23 00:00:00,16431.78
2016-02-24 00:00:00,16484.99
2016-02-25 00:00:00,16697.29
2016-02-26 00:00:00,16639.97
2016-02-29 00:00:00,16516.5
2016-03-01 00:00:00,16865.08
2016-03-02 00:00:00,16899.32
2016-03-03 00:00:00,16943.9
2016-03-04 00:00:00,17006.77
2016-03-07 00:00:00,17073.95
2016-03-08 00:00:00,16964.1
2016-03-09 00:00:00,17000.36
2016-03-10 00:00:00,16995.13
2016-03-11 00:00:00,17213.31
2016-03-14 00:00:00,17229.13
2016-03-15 00:00:00,17251.53
2016-03-16 00:00:00,17325.76
2016-03-17 00:00:00,17481.49
2016-03-18 00:00:00,17602.3
2016-03-21 00:00:00,17623.87
2016-03-22 00:00:00,17582.57
2016-03-23 00:00:00,17502.59
2016-03-24 00:00:00,17515.73
2016-03-25 00:00:00,.
2016-03-28 00:00:00,17535.39
2016-03-29 00:00:00,17633.11
2016-03-30 00:00:00,17716.66
2016-03-31 00:00:00,17685.09
2016-04-01 00:00:00,17792.75
2016-04-04 00:00:00,17737
2016-04-05 00:00:00,17603.32
2016-04-06 00:00:00,17716.05
2016-04-07 00:00:00,17541.96
2016-04-08 00:00:00,17576.96
2016-04-11 00:00:00,17556.41
2016-04-12 00:00:00,17721.25
2016-04-13 00:00:00,17908.28
2016-04-14 00:00:00,17926.43
2016-04-15 00:00:00,17897.46
2016-04-18 00:00:00,18004.16
2016-04-19 00:00:00,18053.6
2016-04-20 00:00:00,18096.27
2016-04-21 00:00:00,17982.52
2016-04-22 00:00:00,18003.75
2016-04-25 00:00:00,17977.24
2016-04-26 00:00:00,17990.32
2016-04-27 00:00:00,18041.55
2016-04-28 00:00:00,17830.76
2016-04-29 00:00:00,17773.64
2016-05-02 00:00:00,17891.16
2016-05-03 00:00:00,17750.91
2016-05-04 00:00:00,17651.26
2016-05-05 00:00:00,17660.71
2016-05-06 00:00:00,17740.63
2016-05-09 00:00:00,17705.91
2016-05-10 00:00:00,17928.35
2016-05-11 00:00:00,17711.12
2016-05-12 00:00:00,17720.5
2016-05-13 00:00:00,17535.32
2016-05-16 00:00:00,17710.71
2016-05-17 00:00:00,17529.98
2016-05-18 00:00:00,17526.62
2016-05-19 00:00:00,17435.4
2016-05-20 00:00:00,17500.94
2016-05-23 00:00:00,17492.93
2016-05-24 00:00:00,17706.05
2016-05-25 00:00:00,17851.51
2016-05-26 00:00:00,17828.29
2016-05-27 00:00:00,17873.22
2016-05-30 00:00:00,.
2016-05-31 00:00:00,17787.2
2016-06-01 00:00:00,17789.67
2016-06-02 00:00:00,17838.56
2016-06-03 00:00:00,17807.06
2016-06-06 00:00:00,17920.33
2016-06-07 00:00:00,17938.28
2016-06-08 00:00:00,18005.05
2016-06-09 00:00:00,17985.19
2016-06-10 00:00:00,17865.34
2016-06-13 00:00:00,17732.48
2016-06-14 00:00:00,17674.82
2016-06-15 00:00:00,17640.17
2016-06-16 00:00:00,17733.1
2016-06-17 00:00:00,17675.16
2016-06-20 00:00:00,17804.87
2016-06-21 00:00:00,17829.73
2016-06-22 00:00:00,17780.83
2016-06-23 00:00:00,18011.07
2016-06-24 00:00:00,17400.75
2016-06-27 00:00:00,17140.24
2016-06-28 00:00:00,17409.72
2016-06-29 00:00:00,17694.68
2016-06-30 00:00:00,17929.99
2016-07-01 00:00:00,17949.37
2016-07-04 00:00:00,.
2016-07-05 00:00:00,17840.62
2016-07-06 00:00:00,17918.62
2016-07-07 00:00:00,17895.88
2016-07-08 00:00:00,18146.74
2016-07-11 00:00:00,18226.93
2016-07-12 00:00:00,18347.67
2016-07-13 00:00:00,18372.12
2016-07-14 00:00:00,18506.41
2016-07-15 00:00:00,18516.55
